sim,PU,PSWU,xt_opt,cost
62,19.556009684983252,64.28445578912061,0.04999999851731072,-5.985432233336349
63,31.419826924821752,86.44135894935718,0.04999999851731072,-7.451151103339229
64,29.261246645561688,66.25158030269188,0.04999999851731072,-5.106940570534565
65,27.69042321221405,64.45506301640204,0.04999999851731072,-5.059080002151477
66,28.1554519469319,56.73941832190166,0.04999999851731072,-4.012847890220037
67,16.979497720377985,59.37646327330186,0.04999999851731072,-5.654761684152967
68,31.652593817524753,75.61737070127931,0.04999999851731072,-6.032347693860062
69,24.84206864954927,61.21106681651909,0.04999999851731072,-4.974044415849415
70,20.48570887528305,55.750478754467906,0.04999999851731072,-4.779815013438052
71,31.15771618566595,73.48374991253446,0.04999999851731072,-5.815714045149835
72,31.611753045317332,70.01223033493532,0.04999999851731072,-5.31644144728298
73,29.054560939637405,68.36500321602057,0.04999999851731072,-5.40276365809304
74,25.048318340746686,67.13951671455911,0.04999999851731072,-5.712236484105123
75,32.126327355515485,66.34344032878687,0.04999999851731072,-4.7847479915555695
76,25.91649715014359,71.61293017053052,0.04999999851731072,-6.186184881585308
77,27.682304069024262,75.22583639116985,0.04999999851731072,-6.4448526189849105
78,28.240509238874992,69.88644177911033,0.04999999851731072,-5.6932788547019735
79,29.125354934718242,64.2690474697495,0.04999999851731072,-4.8678830948162615
80,25.900101004750773,70.97078575368714,0.04999999851731072,-6.105534135603827
81,23.990745782692667,73.84376950290951,0.04999999851731072,-6.697508465876277
82,33.08637654285844,76.29467518386015,0.04999999851731072,-5.952284016027406
83,30.849143853864906,68.42103379431619,0.04999999851731072,-5.200760094690921
84,28.752665121826148,86.20682398999669,0.04999999851731072,-7.731926754290431
85,35.7122138814011,76.33894210653133,0.04999999851731072,-5.651862605765263
86,33.4585693724331,77.45082531341866,0.04999999851731072,-6.057543999421934
87,27.125704170549525,67.03049829899442,0.04999999851731072,-5.456043756844697
88,33.196775895183876,70.29717011005931,0.04999999851731072,-5.1682992677986865
89,31.291192607441868,72.46473862460003,0.04999999851731072,-5.669136820396066
90,29.921910095446073,64.75104448954382,0.04999999851731072,-4.836994476426273
91,29.66750883086732,78.98471057546033,0.04999999851731072,-6.696711034478268
92,25.86229738344189,72.17845613706633,0.04999999851731072,-6.265214473834272
93,26.17261655337511,71.48940179296154,0.04999999851731072,-6.140444821202085
94,31.08459385805991,75.91660675539615,0.04999999851731072,-6.137037124103342
95,29.672469430745846,73.27335717243676,0.04999999851731072,-5.961809305392857
96,34.438072640284524,68.3102726566255,0.04999999851731072,-4.768131764589123
97,30.91792885740609,78.09723099773316,0.04999999851731072,-6.436834955664956
